4.08E-01,2.55E-01,2.65E-01,2.56E-01,3.17E-01,2.78E-01
3.12E-01,2.58E-01,2.80E-01,2.59E-01,3.46E-01,2.78E-01
4.41E-01,2.60E-01,2.58E-01,2.46E-01,3.19E-01,2.78E-01
3.27E-01,2.60E-01,2.64E-01,2.56E-01,2.97E-01,2.78E-01
3.83E-01,2.52E-01,2.60E-01,2.53E-01,3.70E-01,2.78E-01
4.56E-01,2.45E-01,2.74E-01,2.61E-01,3.02E-01,2.78E-01
4.92E-01,2.63E-01,2.62E-01,2.48E-01,3.26E-01,2.78E-01
3.63E-01,2.65E-01,2.58E-01,2.44E-01,2.94E-01,2.78E-01
3.98E-01,2.44E-01,2.68E-01,2.46E-01,3.15E-01,2.78E-01
4.01E-01,2.64E-01,2.66E-01,2.55E-01,3.20E-01,2.78E-01
