3.58E-01,2.92E-01,2.94E-01,3.05E-01,2.82E-01,2.85E-01
3.11E-01,2.71E-01,2.80E-01,2.95E-01,3.02E-01,2.85E-01
3.38E-01,3.15E-01,3.04E-01,2.84E-01,3.13E-01,2.85E-01
3.46E-01,2.82E-01,3.03E-01,2.96E-01,2.98E-01,2.85E-01
3.52E-01,3.05E-01,3.03E-01,2.86E-01,3.13E-01,2.85E-01
3.14E-01,3.01E-01,2.98E-01,2.89E-01,3.13E-01,2.85E-01
3.20E-01,2.88E-01,2.69E-01,2.81E-01,2.59E-01,2.85E-01
3.64E-01,2.83E-01,2.96E-01,2.81E-01,3.07E-01,2.85E-01
3.58E-01,2.96E-01,2.91E-01,2.89E-01,3.37E-01,2.85E-01
3.30E-01,2.92E-01,2.89E-01,2.93E-01,2.73E-01,2.85E-01
