2.71E-01,2.52E-01,2.62E-01,2.60E-01,2.37E-01,2.37E-01,3.03E-01,2.40E-01,2.51E-01
2.70E-01,2.85E-01,2.92E-01,2.38E-01,2.39E-01,2.45E-01,3.24E-01,2.40E-01,2.51E-01
2.68E-01,2.91E-01,4.10E-01,2.51E-01,2.32E-01,2.41E-01,2.97E-01,2.40E-01,2.51E-01
2.84E-01,2.49E-01,3.07E-01,2.49E-01,2.36E-01,2.40E-01,3.20E-01,2.40E-01,2.51E-01
2.68E-01,2.46E-01,3.13E-01,2.48E-01,2.47E-01,2.33E-01,3.12E-01,2.40E-01,2.51E-01
2.63E-01,2.59E-01,2.84E-01,2.36E-01,2.31E-01,2.52E-01,2.93E-01,2.40E-01,2.51E-01
2.39E-01,2.78E-01,4.01E-01,2.50E-01,2.30E-01,2.45E-01,2.89E-01,2.40E-01,2.51E-01
2.56E-01,2.60E-01,2.71E-01,2.39E-01,2.38E-01,2.39E-01,2.46E-01,2.40E-01,2.51E-01
2.72E-01,2.55E-01,3.18E-01,2.38E-01,2.24E-01,2.40E-01,2.94E-01,2.40E-01,2.51E-01
2.58E-01,2.61E-01,4.44E-01,2.59E-01,2.45E-01,2.47E-01,2.96E-01,2.40E-01,2.51E-01
