1.08E+00,1.09E+00,1.06E+00,1.05E+00,1.05E+00,1.01E+00
1.15E+00,1.05E+00,1.05E+00,1.05E+00,1.23E+00,1.01E+00
1.12E+00,1.09E+00,1.03E+00,1.05E+00,1.28E+00,1.01E+00
1.12E+00,1.04E+00,1.05E+00,1.10E+00,1.14E+00,1.01E+00
1.07E+00,1.05E+00,1.07E+00,1.09E+00,1.25E+00,1.01E+00
1.14E+00,1.06E+00,1.04E+00,1.04E+00,1.13E+00,1.01E+00
1.08E+00,1.04E+00,1.04E+00,1.05E+00,1.14E+00,1.01E+00
1.11E+00,1.06E+00,1.05E+00,1.01E+00,1.13E+00,1.01E+00
1.09E+00,1.05E+00,1.05E+00,1.07E+00,1.13E+00,1.01E+00
1.15E+00,1.07E+00,1.05E+00,1.05E+00,1.21E+00,1.01E+00
