2.92E+00,1.94E+00,9.28E+00,1.21E+00,2.85E+00,5.09E-01,9.81E-01,2.09E+01,4.01E+00
2.80E+00,2.34E+00,1.45E+01,1.26E+00,3.28E+00,6.21E-01,1.43E+00,2.09E+01,4.01E+00
2.94E+00,3.50E+00,1.18E+01,1.18E+00,2.45E+00,6.17E-01,1.03E+00,2.09E+01,4.01E+00
3.13E+00,3.15E+00,1.30E+01,1.39E+00,2.86E+00,4.87E-01,9.39E-01,2.09E+01,4.01E+00
3.24E+00,2.62E+00,6.98E+00,1.25E+00,4.21E+00,6.14E-01,1.28E+00,2.09E+01,4.01E+00
3.33E+00,2.40E+00,6.87E+00,1.39E+00,3.04E+00,6.55E-01,9.99E-01,2.09E+01,4.01E+00
3.25E+00,1.80E+00,8.95E+00,1.71E+00,2.45E+00,5.11E-01,1.04E+00,2.09E+01,4.01E+00
2.74E+00,2.59E+00,7.41E+00,1.36E+00,5.39E+00,6.72E-01,9.83E-01,2.09E+01,4.01E+00
3.06E+00,2.01E+00,8.79E+00,1.20E+00,3.45E+00,4.64E-01,1.27E+00,2.09E+01,4.01E+00
3.19E+00,2.61E+00,9.03E+00,1.43E+00,2.73E+00,4.90E-01,1.21E+00,2.09E+01,4.01E+00
