2.34E-01,1.28E-01,1.31E-01,2.07E-01,2.21E-01,1.70E-01
2.68E-01,1.26E-01,1.21E-01,2.08E-01,1.74E-01,1.70E-01
2.53E-01,1.24E-01,1.27E-01,2.10E-01,1.63E-01,1.70E-01
2.88E-01,1.27E-01,1.20E-01,2.20E-01,2.06E-01,1.70E-01
2.55E-01,1.35E-01,1.29E-01,2.13E-01,1.83E-01,1.70E-01
2.70E-01,1.28E-01,1.28E-01,2.10E-01,2.07E-01,1.70E-01
2.74E-01,1.05E-01,1.37E-01,2.19E-01,2.08E-01,1.70E-01
2.49E-01,1.32E-01,1.37E-01,2.08E-01,1.79E-01,1.70E-01
2.93E-01,1.26E-01,1.26E-01,2.05E-01,2.06E-01,1.70E-01
2.80E-01,1.30E-01,1.30E-01,2.18E-01,2.05E-01,1.70E-01
